group,WQSC,location,river,state,Latitude,Longitude,Colour,ColourFill
"Class C",1001,"BEAS AT U/S MANALI, H.P.",BEAS,"HIMACHAL PRADESH","32.237794","77.190564",blue,"#00f"
"Class C",1002,"BEAS AT D/S KULU, H.P.",BEAS,"HIMACHAL PRADESH","31.963639","77.116392",blue,"#00f"
"NOT Class C",1003,"BEAS AT D/S AUT, H.P.",BEAS,"HIMACHAL PRADESH","31.740194","77.207533",red,"#f03"
"NOT Class C",1004,"BEAS AT U/S PANDON DAM, H.P.",BEAS,"HIMACHAL PRADESH","31.669367","77.064236",red,"#f03"
"Class C",1005,"BEAS AT EXIT OF TUNNEL DEHAL POWER HOUSE, H.P.",BEAS,"HIMACHAL PRADESH","31.422647","76.812947",blue,"#00f"
"Class C",1006,"BEAS AT D/S MANDI, H.P.",BEAS,"HIMACHAL PRADESH","31.712408","76.933089",blue,"#00f"
"NOT Class C",1007,"BEAS AT D/S ALAMPUR, H.P.",BEAS,"HIMACHAL PRADESH","31.83865","76.505144",red,"#f03"
"NOT Class C",1008,"BEAS AT D/S DEHRAGOPIPUR, H.P.",BEAS,"HIMACHAL PRADESH","31.878094","76.203311",red,"#f03"
"NOT Class C",1009,"BEAS AT D/S PONG DAM, H.P.",BEAS,"HIMACHAL PRADESH","31.935022","76.053444",red,"#f03"
"Class C",1010,"BEAS AT MIRTHAL BRIDGE, GURDASPUR, PUNJAB",BEAS,PUNJAB,"32.097933","75.611474",blue,"#00f"
"Class C",1011,"BEAS AT G.T.ROAD UNDER BDG. NEAR KAPURTHALA, PUNJAB",BEAS,PUNJAB,"31.51012","75.304936",blue,"#00f"
"Class C",1012,"BEAS AT 100M D/S INDUST. DISCH. GOINDWAL PUNJAB",BEAS,PUNJAB,"31.374996","75.162691",blue,"#00f"
"Class C",1013,"SATLUJ AT U/S TATAPANI, H.P.",SATLUJ,"HIMACHAL PRADESH","31.247458","77.088208",blue,"#00f"
"Class C",1014,"SATLUJ AT U/S SLAPPER, H.P.",SATLUJ,"HIMACHAL PRADESH","31.421014","76.837836",blue,"#00f"
"Class C",1015,"SATLUJ AT D/S SLAPPER, H.P.",SATLUJ,"HIMACHAL PRADESH","31.412833","76.874881",blue,"#00f"
"NOT Class C",1016,"SATLUJ AT D/S BHAKHRA, H.P.",SATLUJ,"HIMACHAL PRADESH","31.425772","76.421883",red,"#f03"
"NOT Class C",1017,"SATLUJ AT 100M U/S OF HEADWORKS, NANGAL, PUNJAB",SATLUJ,PUNJAB,"31.380831","76.367228",red,"#f03"
"NOT Class C",1020,"SATLUJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA, PUNJAB",SATLUJ,PUNJAB,"30.975026","75.608293",red,"#f03"
"NOT Class C",1021,"SATLUJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALANDHAR, PUNJAB",SATLUJ,PUNJAB,"30.99775","75.371988",red,"#f03"
"NOT Class C",1022,"SATLUJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB",SATLUJ,PUNJAB,"31.139816","74.936455",red,"#f03"
"NOT Class C",1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",GHAGGAR,PUNJAB,"30.618897","76.849176",red,"#f03"
"NOT Class C",1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",GHAGGAR,PUNJAB,"29.76562","75.743852",red,"#f03"
"NOT Class C",1025,"GHAGGAR GH-1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA","GHAGGAR GH-1",HARYANA,"29.598033","75.020611",red,"#f03"
"NOT Class C",1026,"GHAGGAR GH-2 AT CHANDARPUR SYPHON, HARYANA","GHAGGAR GH-2",HARYANA,"29.766164","75.743274",red,"#f03"
"Class C",1028,"KRISHNA AT TINTINI BRIDGE, KARNATAKA",KRISHNA,KARNATAKA,"16.369172","76.656647",blue,"#00f"
"NOT Class C",1029,"TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNATAKA",TUNGHABHADRA,KARNATAKA,"14.325397","75.771092",red,"#f03"
"NOT Class C",1030,"BRAHAMPUTRA AT DIBRUGARH, ASSAM",BRAHAMPUTRA,ASSAM,"27.510417","94.953333",red,"#f03"
"Class C",1031,"BRAHAMPUTRA AT PANDU, ASSAM",BRAHAMPUTRA,ASSAM,"26.176","91.68375",blue,"#00f"
"NOT Class C",1036,"KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,JHARKAND",KOEL,JHARKHAND,"22.377636","85.190937",red,"#f03"
"NOT Class C",1038,"BRAHMANI AT D/S PANPOSH, ORISSA",BRAHMANI,ORISSA,"20.697347","85.747603",red,"#f03"
"NOT Class C",1039,"BRAHMANI AT BONAIGARH, ORISSA",BRAHMANI,ORISSA,"21.820606","84.9516",red,"#f03"
"NOT Class C",1040,"BRAHMANI AT RENGALI, ORISSA",BRAHMANI,ORISSA,"21.276098","85.035007",red,"#f03"
"NOT Class C",1041,"BRAHMANI AT SAMAL, ORISSA",BRAHMANI,ORISSA,"21.074527","85.142032",red,"#f03"
"NOT Class C",1042,"BRAHMANI AT KAMALANGA, ORISSA",BRAHMANI,ORISSA,"20.867785","85.278472",red,"#f03"
"NOT Class C",1043,"BRAHMANI AT BHUBAN, ORISSA",BRAHMANI,ORISSA,"20.879162","85.835492",red,"#f03"
"NOT Class C",1044,"BRAHMANI AT DHARMASHALA, ORISSA",BRAHMANI,ORISSA,"20.770422","86.149638",red,"#f03"
"NOT Class C",1045,"BRAHMANI AT PATTAMUNDAI, ORISSA",BRAHMANI,ORISSA,"20.585906","86.568249",red,"#f03"
"NOT Class C",1046,"GANGA AT ALLAHABAD (RASOOLABAD), U.P.",GANGA,"UTTAR PRADESH","25.502474","81.855439",red,"#f03"
"NOT Class C",1049,"GANGA AT ALLAHABAD D/S (SANGAM), U.P.",GANGA,"UTTAR PRADESH","25.419206","81.900522",red,"#f03"
"NOT Class C",1052,"GANGA AT ULUBERIA, WEST BENGAL",GANGA,"WEST BENGAL","22.453473","88.115051",red,"#f03"
"NOT Class C",1053,"GANGA AT DAKSHMINESWAR, WEST BENGAL",GANGA,"WEST BENGAL","22.653061","88.357589",red,"#f03"
"NOT Class C",1054,"GANGA AT PALTA, WEST BENGAL",GANGA,"WEST BENGAL","22.780189","88.3338",red,"#f03"
"Class C",1060,"GANGA AT RISHIKESH U/S, U.P",GANGA,UTTARAKHAND,"30.115135","78.307032",blue,"#00f"
"NOT Class C",1061,"GANGA AT HARIDWAR D/S, U.P",GANGA,UTTARAKHAND,"29.945254","78.164675",red,"#f03"
"NOT Class C",1062,"GANGA AT GARHMUKTESHWAR, U.P",GANGA,"UTTAR PRADESH","28.76062","78.143766",red,"#f03"
"NOT Class C",1063,"GANGA AT KANNAUJ U/S (RAJGHAT), U.P",GANGA,"UTTAR PRADESH","27.138451","79.930775",red,"#f03"
"NOT Class C",1064,"RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P",RAMGANGA,"UTTAR PRADESH","27.190822","79.818261",red,"#f03"
"NOT Class C",1065,"KALINADI AT KANNAUJ (BEFORE CONF.),U.P",KALINADI,"UTTAR PRADESH","27.161314","79.919914",red,"#f03"
"NOT Class C",1066,"GANGA AT KANNAUJ D/S, U.P",GANGA,"UTTAR PRADESH","27.010953","79.986442",red,"#f03"
"NOT Class C",1067,"GANGA AT KANPUR U/S (RANIGHAT), U.P",GANGA,"UTTAR PRADESH","26.505542","80.314344",red,"#f03"
"NOT Class C",1068,"GANGA AT KANPUR D/S (JAJMAU PUMPING STATION), U.P",GANGA,"UTTAR PRADESH","26.436185","80.40961",red,"#f03"
"NOT Class C",1069,"YAMUNA AT ALLAHABAD D/S (BALUA GHAT), U.P",YAMUNA,"UTTAR PRADESH","25.422471","81.838806",red,"#f03"
"NOT Class C",1070,"GANGA AT VARANASI U/S (ASSIGHAT), U.P",GANGA,"UTTAR PRADESH","25.289358","83.006389",red,"#f03"
"NOT Class C",1071,"GANGA AT VARANASI D/S (MALVIYA BRIDGE), U.P",GANGA,"UTTAR PRADESH","25.321486","83.035285",red,"#f03"
"NOT Class C",1072,"GOMTI AT VARANASI, U.P",GOMTI,"UTTAR PRADESH","25.507856","83.158181",red,"#f03"
"NOT Class C",1073,"GANGA AT TRIGHAT (GHAZIPUR), U.P",GANGA,"UTTAR PRADESH","25.578175","83.609594",red,"#f03"
"NOT Class C",1074,"GANGA AT BUXAR,BIHAR",GANGA,BIHAR,"25.573508","83.966669",red,"#f03"
"Class C",1075,"SONE AT KOELWAR, BIHAR",SONE,BIHAR,"25.5753","84.798144",blue,"#00f"
"Class C",1076,"GHAGHARA NEAR CHAPRA, BIHAR",,BIHAR,"25.771153","84.654639",blue,"#00f"
"NOT Class C",1077,"GANGA AT KHURJI, PATNA U/S, BIHAR",GANGA,BIHAR,"25.650869","85.115085",red,"#f03"
"Class C",1078,"GANDAK AT SONEPUR, PATNA (BEFORE CONFL.),BIHAR",GANDAK,BIHAR,"25.675279","85.189845",blue,"#00f"
"NOT Class C",1079,"GANGA AT PATNA D/S (GANGA BRIDGE), BIHAR",GANGA,BIHAR,"25.613753","85.204131",red,"#f03"
"NOT Class C",1080,"GANGA AT BAHARAMPORE WEST BENGAL",GANGA,"WEST BENGAL","24.100312","88.244054",red,"#f03"
"NOT Class C",1081,"BAITARNI AT JODA ORISSA",BAITARNI,ORISSA,"22.018734","85.406998",red,"#f03"
"NOT Class C",1082,"BAITARNI AT ANANDPUR, ORISSA",BAITARNI,ORISSA,"21.214851","86.121323",red,"#f03"
"NOT Class C",1083,"BAITARNI AT JAJPUR ORISSA",BAITARNI,ORISSA,"20.851312","86.33016",red,"#f03"
"NOT Class C",1084,"BAITARNI AT CHANDBALI, ORISSA",BAITARNI,ORISSA,"20.774033","86.744211",red,"#f03"
"NOT Class C",1085,"BAITARNI AT DHAMRA ORISSA",BAITARNI,ORISSA,"20.795283","86.896965",red,"#f03"
"Class C",1086,"SATLUJ AT U/S RAMPUR, H.P.",SATLUJ,"HIMACHAL PRADESH","31.448039","77.628283",blue,"#00f"
"NOT Class C",1087,"SATLUJ AT D/S RAMPUR, H.P.",SATLUJ,"HIMACHAL PRADESH","31.432236","77.622567",red,"#f03"
"NOT Class C",1088,"RAVI AT U/S MADHOPUR, H.P.",RAVI,"HIMACHAL PRADESH","32.492399","76.176291",red,"#f03"
"Class C",1090,"LARGI AT D/S, H.P.",LARGI,"HIMACHAL PRADESH","31.701264","77.169233",blue,"#00f"
"Class C",1091,"BHADRA AT MALLESWARAM D/S OF KIOCL KARNATAKA",BHADRA,KARNATAKA,"13.003125","77.565306",blue,"#00f"
"NOT Class C",1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",KALU,MAHARASHTRA,"19.269435","73.168239",red,"#f03"
"NOT Class C",1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",ULHAS,MAHARASHTRA,"19.162099","73.238148",red,"#f03"
"NOT Class C",1095,"GODAVARI AT U/S OF GANGAPUR DAM,NASIK,MAHARASHTRA",GODAVARI,MAHARASHTRA,"20.048123","73.679809",red,"#f03"
"NOT Class C",1096,"GODAVARI AT PANCHAVATI AT RAMKUND,MAHARASHTRA",GODAVARI,MAHARASHTRA,"20.008676","73.792361",red,"#f03"
"Class C",1097,"RAVI AT U/S OF MADHOPUR HEADWORKS,GURDASPUR,PUNJAB",RAVI,PUNJAB,"32.372983","75.61039",blue,"#00f"
"NOT Class C",1099,"MAHANADI AT U/S OF RAJIM, CHHATISSGARH.",MAHANADI,CHHATTISGARH,"20.969822","81.876732",red,"#f03"
"NOT Class C",11,"WAINGANGA AT ASHTI, MAHARASHTRA",WAINGANGA,MAHARASHTRA,"19.715385","79.685289",red,"#f03"
"NOT Class C",1100,"MAHANADI AT KHARAD CHHATISSGARH.",MAHANADI,CHHATTISGARH,"21.730837","82.565689",red,"#f03"
"Class C",1105,"HASDEO AT U/S KORBA,CHHATISSGARH",HASDEO,CHHATTISGARH,"22.380472","82.708433",blue,"#00f"
"NOT Class C",1106,"HASDEO AT U/S OF CHAMPA,CHHATISSGARH",HASDEO,CHHATTISGARH,"22.048233","82.634978",red,"#f03"
"Class C",1107,"SEONATH AT U/S RAJNANDGAON, CHAATISSGARH",SEONATH,CHHATTISGARH,"21.038264","80.973647",blue,"#00f"
"NOT Class C",1117,"YAMUNA AT HATHNIKUND HARYANA",YAMUNA,HARYANA,"30.314987","77.583328",red,"#f03"
"NOT Class C",1119,"YAMUNA AT SONEPAT, HARYANA",YAMUNA,HARYANA,"29.002116","77.023752",red,"#f03"
"NOT Class C",1120,"YAMUNA AT WAZIRABAD, DELHI, CPCB",YAMUNA,DELHI,"28.85018","77.210184",red,"#f03"
"NOT Class C",1121,"YAMUNA AT NIZAMUDDIN, DELHI",YAMUNA,DELHI,"28.598582","77.263308",red,"#f03"
"NOT Class C",1123,"YAMUNA AT MATHURA U/S , U.P.",YAMUNA,DELHI,"27.564981","77.708718",red,"#f03"
"NOT Class C",1124,"YAMUNA AT MATHURA D/S , U.P.",YAMUNA,DELHI,"27.443052","77.716133",red,"#f03"
"NOT Class C",1125,"YAMUNA AT AGRA U/S, U.P.",YAMUNA,"UTTAR PRADESH","27.250657","77.861624",red,"#f03"
"NOT Class C",1126,"YAMUNA AT D/S OF AGRA, U.P.",YAMUNA,"UTTAR PRADESH","27.17969","78.119555",red,"#f03"
"NOT Class C",1145,"GANGA AT NARORA (BULANDSAHAR), U.P.",GANGA,"UTTAR PRADESH","28.1897","78.395878",red,"#f03"
"NOT Class C",1146,"GANGA AT BITHOOR (KANPUR), U.P.",GANGA,"UTTAR PRADESH","26.610906","80.275419",red,"#f03"
"NOT Class C",1147,"GANGA AT DALMAU (RAI BAREILLY), U.P.",GANGA,"UTTAR PRADESH","26.074386","81.024075",red,"#f03"
"NOT Class C",1148,"AMBIKA AT BILIMORA, GUJARAT",AMBIKA,GUJARAT,"20.772106","72.951625",red,"#f03"
"NOT Class C",1149,"KOLAK AT PATALIA BDG., GUJARAT",KOLAK,GUJARAT,"20.461511","72.886556",red,"#f03"
"Class C",1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",DAMANGANGA,GUJARAT,"20.358825","72.881708",blue,"#00f"
"NOT Class C",1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",PATALGANGA,MAHARASHTRA,"18.80171","73.322773",red,"#f03"
"NOT Class C",1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",KUNDALIKA,MAHARASHTRA,"18.442447","73.116853",red,"#f03"
"NOT Class C",1153,"KRISHNA AT RAJAPUR WEIR, MAHARASHTRA",KRISHNA,MAHARASHTRA,"16.657053","73.521386",red,"#f03"
"NOT Class C",1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KARAMANA,KERALA,"8.478967","76.970486",red,"#f03"
"Class C",1156,"PAMBA AT CHENGANNUR, KERALA",PAMBA,KERALA,"9.326633","76.622158",blue,"#00f"
"Class C",1157,"MANJERA AT RAIPALLU, A.P.",MANJERA,"ANDHRA PRADESH","17.48468","79.107452",blue,"#00f"
"NOT Class C",1158,"MANER AT SOMNAPALLI, A.P.",MANER,"ANDHRA PRADESH","18.369532","79.626751",red,"#f03"
"NOT Class C",1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMBIRAPARANI,TAMILNADU,"8.700586","77.56595",red,"#f03"
"NOT Class C",1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMBIRAPARANI,TAMILNADU,"8.734125","77.716764",red,"#f03"
"NOT Class C",1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMBIRAPARANI,TAMILNADU,"8.721606","77.832797",red,"#f03"
"NOT Class C",1163,"GHATPRABHA AT W.A. POINT TO GOKAK TOWN,KARNATAKA",GHATPRABHA,KARNATAKA,"16.174961","74.822508",red,"#f03"
"NOT Class C",1164,"MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR,KARNATAKA",MALPRABHA,KARNATAKA,"15.797983","75.191492",red,"#f03"
"NOT Class C",1165,"ARKAVATHI AT D/S OF KANAKAPURA TOWN, KARNATAKA",ARKAVATHI,KARNATAKA,"12.535417","77.424792",red,"#f03"
"NOT Class C",1166,"SHIMSHA AT D/S OF BRIDGE, HALAGUR, KARNATAKA",SHIMSHA,KARNATAKA,"12.422764","77.226144",red,"#f03"
"NOT Class C",1167,"BHIMA AT D/S OF BDG. NEAR YADGIR,KARNATAKA",BHIMA,KARNATAKA,"16.7341","77.130744",red,"#f03"
"NOT Class C",1168,"TUNGHA AT D/S OF SHIMOGA TOWN, KARNATAKA",TUNGHA,KARNATAKA,"13.926464","75.583336",red,"#f03"
"NOT Class C",1169,"BHADRA AT D/S OF KIOCL ROAD BRIDGE, NEAR HOLEHUNNUR,KARNATAKA",BHADRA,KARNATAKA,"13.989311","75.683736",red,"#f03"
"Class C",1170,"KRISHNA AT D/S OF DEVASAGAR BDG.,KARNATAKA",KRISHNA,KARNATAKA,"16.380508","77.362725",blue,"#00f"
"NOT Class C",1171,"CAUVERY AT SRI RANGAPATTANNA,D/S OF ROAD BDG.,KARNATAKA",CAUVERY,KARNATAKA,"12.423705","76.693672",red,"#f03"
"NOT Class C",1172,"MUSI U/S AT HYDERABAD, A.P.","MUSI U/S","ANDHRA PRADESH","17.370422","78.472561",red,"#f03"
"NOT Class C",1173,"MUSI D/S AT HYDERABAD, A.P.","MUSI D/S","ANDHRA PRADESH","17.370097","78.469786",red,"#f03"
"Class C",1174,"TUNGHABHADRA AT KURNOOL U/S, BAVAPURAM, A.P.",TUNGHABHADRA,"ANDHRA PRADESH","15.8483","78.034942",blue,"#00f"
"Class C",1175,"KRISHNA AFTER CONFL. WITH TUNGABHADRA, SANGAMESHWARAM A.P.",,"ANDHRA PRADESH","16.001874","78.364986",blue,"#00f"
"Class C",1177,"MUNERU BEFORE CONFL. WITH KRISHNA, NANDIGAMA, A.P.",,"ANDHRA PRADESH","16.670823","80.297751",blue,"#00f"
"Class C",1178,"PALLERU BEFORE CONFL. WITH KRISHNA, JAGGAYYAPET, A.P.",,"ANDHRA PRADESH","16.951698","80.048401",blue,"#00f"
"NOT Class C",1181,"KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA",KRISHNA,KARNATAKA,"16.242436","76.370678",red,"#f03"
"Class C",1182,"KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA",KRISHNA,KARNATAKA,"16.640864","74.821308",blue,"#00f"
"NOT Class C",1183,"BHIMA AT D/S OF ROAD BRIDGE AT GANGAPUR VILLAGE,KARNATAKA",BHIMA,KARNATAKA,"17.179219","76.566603",red,"#f03"
"NOT Class C",1184,"BHIMA AT FEROZABAD VILLAGE (D/S), KARNATAKA",BHIMA,KARNATAKA,"17.069328","76.794283",red,"#f03"
"Class C",1185,"GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG., KARNATAKA",GHATPRABHA,KARNATAKA,"16.328103","75.268333",blue,"#00f"
"NOT Class C",1186,"MALPRABHA AT D/S OF AIHOLE TOWN, KARNATAKA",MALPRABHA,KARNATAKA,"16.009319","75.878022",red,"#f03"
"Class C",1187,"MALPRABHA AT D/S OF KHANAPUR VILLAGE,KARNATAKA",MALPRABHA,KARNATAKA,"15.633431","74.510322",blue,"#00f"
"NOT Class C",1188,"BHIMA AT NARSINGHPUR,(D/S AF.CONFL.WITH R.NIRA),MAHARASHTRA",BHIMA,MAHARASHTRA,"17.985845","75.116249",red,"#f03"
"NOT Class C",1189,"BHIMA AT PUNE U/S VITHALWADI, MAHARASHTRA",BHIMA,MAHARASHTRA,"18.481871","73.829569",red,"#f03"
"NOT Class C",1190,"BHIMA AT PUNE, D/S OF BUNDGARDEN,MAHARASHTRA",BHIMA,MAHARASHTRA,"18.54325","73.885036",red,"#f03"
"NOT Class C",1192,"BHIMA AFTER CONF. WITH DAUNT, MAHARASHTRA",,MAHARASHTRA,"18.464553","74.583576",red,"#f03"
"NOT Class C",1194,"KRISHNA AT MAHABALESHWAR DHOM DAM NEAR KOINA DAM,MAHARASHTRA",KRISHNA,MAHARASHTRA,"17.981764","73.795456",red,"#f03"
"Class C",1195,"CAUVERY AT KUSHAL NAGAR U/S (NEAR BAICHANAHALLI), KARNATAKA",CAUVERY,KARNATAKA,"12.448489","75.96987",blue,"#00f"
"NOT Class C",1196,"LAKSHMANTIRTHA AT D/S OF HUNSUR TOWN, KARNATAKA",LAKSHMANTIRTHA,KARNATAKA,"12.302189","76.286164",red,"#f03"
"Class C",1197,"KABBANI AT SARAGUR VILLAGE D/S, KARNATAKA",KABBANI,KARNATAKA,"12.019853","76.388075",blue,"#00f"
"Class C",1198,"CAUVERY AT NAPOKULU BDG (D/S), KARNATAKA",CAUVERY,KARNATAKA,"12.314149","75.698522",blue,"#00f"
"Class C",1199,"HEMAVATI AT D/S OF HOLENARASIPURA TOWN AT RAMADEVALA WEIR",HEMAVATI,KARNATAKA,"12.809694","76.205642",blue,"#00f"
"NOT Class C",12,"GODAVARI AT DHALEGAON, MAHARASHTRA",GODAVARI,MAHARASHTRA,"19.226068","76.367013",red,"#f03"
"NOT Class C",1200,"SHIMSHA AT D/S OF HIGHWAY BRIDGE, YEDIYAR, KARNATAKA",SHIMSHA,KARNATAKA,"12.979108","76.851622",red,"#f03"
"NOT Class C",1201,"BHAVANI AT PATHIRAKALIAMMAN KOIL, TAMILNADU",BHAVANI,TAMILNADU,"11.469259","77.296165",red,"#f03"
"Class C",1202,"CAUVERY AT TIRUCHIRAPPALLI U/S, TAMILNADU",CAUVERY,TAMILNADU,"10.833263","78.718224",blue,"#00f"
"NOT Class C",1203,"CAUVERY AT TRICHY,GRAND ANAICUT, TAMILNADU",CAUVERY,TAMILNADU,"10.830327","78.81177",red,"#f03"
"NOT Class C",1204,"BHAVANI AT SIRUMUGAI,TAMILNADU",BHAVANI,TAMILNADU,"11.319948","77.011429",red,"#f03"
"NOT Class C",1205,"BHAVANI AT BHAVANI, TAMILNADU",BHAVANI,TAMILNADU,"11.454094","77.679567",red,"#f03"
"Class C",1206,"CAUVERY AT THANJAVUR, TAMILNADU",CAUVERY,"TAMIL NADU","11.34","79.24",blue,"#00f"
"Class C",1207,"KABBANI AT MUTHANKARA, KERALA",KABBANI,KERALA,"11.697858","76.397006",blue,"#00f"
"Class C",1208,"BHAVANI AT ELACHIVAZHY, KERALA",BHAVANI,KERALA,"11.197053","76.722381",blue,"#00f"
"NOT Class C",1209,"GODAVARI AT RAHER, MAHARASHTRA",GODAVARI,MAHARASHTRA,"18.85443","77.527475",red,"#f03"
"NOT Class C",1211,"GODAVARI AT NASIK D/S, MAHARASHTRA",GODAVARI,MAHARASHTRA,"20.001568","73.795314",red,"#f03"
"NOT Class C",1212,"WARDHA AT RAJURA BRIDGE, MAHARASHTRA",WARDHA,MAHARASHTRA,"19.77611","79.354942",red,"#f03"
"Class C",1213,"WAINGANGA AT BALAGHAT, M.P.",WAINGANGA,"MADHYA PRADESH","21.802913","80.157861",blue,"#00f"
"NOT Class C",1214,"WAINGANGA AT CHINDWARA, M.P.",WAINGANGA,"MADHYA PRADESH","21.804398","80.157483",red,"#f03"
"NOT Class C",1215,"MANER AT WARANGAL U/S, A.P.",MANER,"ANDHRA PRADESH","17.974814","79.898686",red,"#f03"
"Class C",1218,"GODAVARI AT RAJAHMUNDRY U/S, A.P.",GODAVARI,"ANDHRA PRADESH","17.069466","81.711134",blue,"#00f"
"NOT Class C",1221,"SABARMATI AT KHEROJ BRIDGE, GUJARAT",SABARMATI,GUJARAT,"24.22986","73.005317",red,"#f03"
"NOT Class C",1222,"SHEDHI AT KHEDA, GUJARAT",SHEDHI,GUJARAT,"22.739321","72.679059",red,"#f03"
"Class C",1224,"MESHWA NEAR RAJASTHAN BORDER AT SAMLAJI, GUJARAT","MESHWA NEAR RAJASTHAN BORDER",GUJARAT,"23.681975","73.391956",blue,"#00f"
"NOT Class C",1228,"ANAS AT DAHOD, (KUSHALGARH), DIST. PANCHMAHAL, GUJARAT",ANAS,GUJARAT,"22.846264","74.291789",red,"#f03"
"NOT Class C",1229,"MAHI NEAR RAJASTHAN BORDER AT KADANA DAM, GUJARAT","MAHI NEAR RAJASTHAN BORDER",GUJARAT,"23.285842","73.831736",red,"#f03"
"NOT Class C",1230,"MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA), GUJARAT.","MAHI AFTER CONF. WITH ANAS",GUJARAT,"23.324822","73.9021",red,"#f03"
"NOT Class C",1231,"MAHI AT VIRPUR, GUJARAT",MAHI,GUJARAT,"23.152072","73.551372",red,"#f03"
"NOT Class C",1232,"MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARA-SARHI RD. BDG.),RAJASTHAN",,RAJASTHAN,"23.648483","74.126708",red,"#f03"
"NOT Class C",1234,"NARMADA AT HOSHANGABAD U S M.P.",NARMADA,"MADHYA PRADESH","22.756614","77.690036",red,"#f03"
"NOT Class C",1240,"NARMADA AT NARSINGHPUR M.P.",NARMADA,"MADHYA PRADESH","22.948622","79.190171",red,"#f03"
"Class C",1241,"NARMADA AT MANDLA NEAR ROAD BDG. M.P.",NARMADA,"MADHYA PRADESH","22.598638","80.371449",blue,"#00f"
"NOT Class C",1243,"NARMADA AT BHARUCH,ZADESHVAR,GUJARAT",NARMADA,GUJARAT,"21.665906","72.916681",red,"#f03"
"NOT Class C",1244,"NARMADA AT PANETHA, GUJARAT",NARMADA,GUJARAT,"21.950608","73.584697",red,"#f03"
"NOT Class C",1245,"NARMADA AT CHANDOD, GUJARAT",NARMADA,GUJARAT,"21.983722","73.456331",red,"#f03"
"NOT Class C",1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN), GUJARAT",DAMANGANGA,GUJARAT,"20.371433","72.881108",red,"#f03"
"Class C",1247,"TAPI AT MANDAVI, GUJARAT",TAPI,GUJARAT,"21.247908","73.301033",blue,"#00f"
"NOT Class C",1248,"TAPI AT SURAT U/S KATHORE, GUJARAT",TAPI,GUJARAT,"21.2855","72.935483",red,"#f03"
"NOT Class C",1251,"TAPI AT BHUSAWAL US MAHARASHTRA",TAPI,MAHARASHTRA,"21.047772","75.786357",red,"#f03"
"NOT Class C",1252,"GIRNA AT JALGAON, MAHARASHTRA",GIRNA,MAHARASHTRA,"20.674774","75.22279",red,"#f03"
"NOT Class C",1253,"GIRNA AT MALEGAON (MANMAD), MAHARASHTRA",GIRNA,MAHARASHTRA,"20.559014","74.508394",red,"#f03"
"Class C",1256,"PENNAR AFTER CONF. WITH PAPAGNI,PUSPAGINI,A.P.",,"ANDHRA PRADESH","14.572795","78.79715",blue,"#00f"
"Class C",1257,"PENNAR AFTER CONF. WITH CHEYYURU,SOMASILE,A.P.",,"ANDHRA PRADESH","14.481442","79.290142",blue,"#00f"
"Class C",1258,"JHANJI AT N.H. CROSSING JORHAT, ASSAM",JHANJI,ASSAM,"26.846906","94.492244",blue,"#00f"
"NOT Class C",1259,"DHANSIRI AT GOLAGHAT, ASSAM",DHANSIRI,ASSAM,"26.503075","93.952372",red,"#f03"
"Class C",1260,"BRAHAMPUTRA AT KHERGHAT (AFTER CONFL. WITH DIBANG & DIHANG),ASSAM",BRAHAMPUTRA,ASSAM,"27.687681","95.297822",blue,"#00f"
"Class C",1261,"SUBANSIRI AT GEREKAMUKH,ASSAM,(BEFORE CONFL. WITH BRAH.),ASSAM",SUBANSIRI,ASSAM,"27.510417","94.953333",blue,"#00f"
"Class C",1262,"BRAHAMPUTRA AT NIMATIGHAT, ASSAM",BRAHAMPUTRA,ASSAM,"26.830744","94.172775",blue,"#00f"
