group,WQSC,location,river,state,Latitude,Longitude,Colour,ColourFill
"Class C",2332,"R BHARATHAPUZHA AT PATTAMBI","R BHARATHAPUZHA",KERALA,"10.799658","76.185131",blue,"#00f"
"Class C",2333,"RIVER PERIYAR AT MUPPATHADAM","RIVER PERIYAR",KERALA,"10.083386","76.319817",blue,"#00f"
"NOT Class C",2334,"RIVER PERIYAR AT PATHALAM","RIVER PERIYAR",KERALA,"10.080819","76.317908",red,"#f03"
"NOT Class C",2335,"R PERIYAR AT KALAMASSERY","R PERIYAR",KERALA,"10.063225","76.311872",red,"#f03"
"NOT Class C",2336,"R PERIYAR AT PURAPPALLIKAVU","R PERIYAR",KERALA,"10.220439","76.217439",red,"#f03"
"NOT Class C",2337,"R KADAMBAYAR AT BRAHMAPURAM","R KADAMBAYAR",KERALA,"10.005208","76.369179",red,"#f03"
"NOT Class C",2339,"RIVER MUSI AT NAGOLE,RANGAREDDY","RIVER MUSI","ANDHRA PRADESH","17.382722","78.557775",red,"#f03"
"NOT Class C",2349,"RIVER NAKKAVAGU, BACHUGUDEM,MEDAK",,"ANDHRA PRADESH","18.351114","78.73601",red,"#f03"
"NOT Class C",2350,"RIVER HUNDRI, JOHARPUR(V), NEAR TEMPLE, KURNOOL",,"ANDHRA PRADESH","15.819061","78.056866",red,"#f03"
"Class C",2351,"RIVER KUNDU, NANDYAL, NEAR OVER BDG., KURNOOL",,"ANDHRA PRADESH","15.49","78.4748",blue,"#00f"
"Class C",2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",,"ANDHRA PRADESH","18.343003","84.124328",blue,"#00f"
"NOT Class C",2356,"GODAVARI, D/S OF RAMANUGUNDAM,","GODAVARI,","ANDHRA PRADESH","18.727075","79.620161",red,"#f03"
"Class C",2360,"GODAVARI AT BASARA, ADILABAD",GODAVARI,"ANDHRA PRADESH","18.868297","77.962194",blue,"#00f"
"NOT Class C",2361,"GODAVARI AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU",GODAVARI,"ANDHRA PRADESH","18.838133","79.441697",red,"#f03"
"NOT Class C",2362,"GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR",GODAVARI,"ANDHRA PRADESH","18.819131","79.468017",red,"#f03"
"NOT Class C",2363,"GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR",GODAVARI,"ANDHRA PRADESH","18.781656","79.513558",red,"#f03"
"NOT Class C",2364,"GODAVARI AT RAMAGUNDAM U/S , KARIMNAGAR",GODAVARI,"ANDHRA PRADESH","18.786369","79.521028",red,"#f03"
"NOT Class C",2365,"GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL",GODAVARI,"ANDHRA PRADESH","18.288014","80.492375",red,"#f03"
"NOT Class C",2366,"GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL",GODAVARI,"ANDHRA PRADESH","18.263814","80.538533",red,"#f03"
"Class C",2367,"GODAVARI AT BHADRACHALAM U/S BATHING GHAT, KHAMMAM",GODAVARI,"ANDHRA PRADESH","17.674897","80.883094",blue,"#00f"
"NOT Class C",2368,"GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM",GODAVARI,"ANDHRA PRADESH","17.655586","80.876653",red,"#f03"
"Class C",2369,"GODAVARI AT BURGAMPAHAD, KHAMMAM",GODAVARI,"ANDHRA PRADESH","17.648483","80.8775",blue,"#00f"
"Class C",2370,"GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL",GODAVARI,"ANDHRA PRADESH","17.023186","81.768181",blue,"#00f"
"Class C",2371,"GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL",GODAVARI,"ANDHRA PRADESH","16.958989","81.78175",blue,"#00f"
"Class C",2372,"KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM",,"ANDHRA PRADESH","17.224489","80.127061",blue,"#00f"
"NOT Class C",2373,"SABARI AT KUNAVARAM, KHAMMAM",SABARI,"ANDHRA PRADESH","17.616333","81.286295",red,"#f03"
"Class C",2374,"RIVER MANJEERA AT GOWDICHARLA B/C WITH NAKKAVAGU","RIVER MANJEERA","ANDHRA PRADESH","17.64797","78.143382",blue,"#00f"
"Class C",2375,"RIVER MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU","RIVER MANJEERA","ANDHRA PRADESH","17.650778","78.134958",blue,"#00f"
"NOT Class C",2387,"SUBAREKHA AT GHATISLA ROAD BRIDGE",SUBAREKHA,JHARKHAND,"22.592839","86.446667",red,"#f03"
"NOT Class C",2399,"SUBARNAREKHA AT CHANDIL DAM",SUBARNAREKHA,JHARKHAND,"22.97194","86.023097",red,"#f03"
"NOT Class C",24,"SUBARNAREKHA AT JAMSHEDPUR, JHARKHAND",SUBARNAREKHA,JHARKHAND,"22.761694","86.317722",red,"#f03"
"NOT Class C",2403,"BHEDEN RIVER BEFORE CONFLUENCE WITH IB RIVER",,ORISSA,"21.788747","83.977666",red,"#f03"
"Class C",2404,"POWER CHANNEL D/S NEAR BURLA","POWER CHANNEL",ORISSA,"21.489937","83.889449",blue,"#00f"
"Class C",2405,"SAMBHALPUR FDS AT HUMA","SAMBHALPUR FDS",ORISSA,"21.466747","83.980098",blue,"#00f"
"NOT Class C",2406,"MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY",,ORISSA,"20.470289","85.764033",red,"#f03"
"NOT Class C",2407,"PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP)","PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY",ORISSA,"20.332506","86.573781",red,"#f03"
"NOT Class C",2408,TEL,,ORISSA,"20.82655","83.910444",red,"#f03"
"NOT Class C",2409,"CUTTACK FDS (SERUA) AT SANKHATRASA","CUTTACK FDS (SERUA)",ORISSA,"20.395008","85.907675",red,"#f03"
"NOT Class C",2410,"DAYA AT BHUBANESWAR FU/S",DAYA,ORISSA,"20.32735","85.861197",red,"#f03"
"NOT Class C",2411,"DAYA AT BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA NALLAH WITH RIVER DAYA)",DAYA,ORISSA,"20.139142","85.758142",red,"#f03"
"NOT Class C",2412,"SANKHA U/S ( D/S OF MANDIRA DAM)","SANKHA U/S (",ORISSA,"22.249467","84.749906",red,"#f03"
"NOT Class C",2413,"KOEL U/S (AFTER CONFLUENCE OF RIVER KARO)",KOEL,ORISSA,"22.275492","84.918092",red,"#f03"
"Class C",2415,"TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",,ORISSA,"20.996256","85.248842",blue,"#00f"
"NOT Class C",2416,"TALCHER FD/S",,ORISSA,"20.825086","85.316236",red,"#f03"
"NOT Class C",2417,"DHENKANAL D/S, DHENKANAL TOWN",,ORISSA,"20.746464","85.5563",red,"#f03"
"NOT Class C",2418,"KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA)",,ORISSA,"20.889011","86.010639",red,"#f03"
"NOT Class C",2419,"KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR)","KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES",ORISSA,"20.853192","86.200283",red,"#f03"
"NOT Class C",2420,AUL,,ORISSA,"20.694244","86.652433",red,"#f03"
"NOT Class C",2421,"KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR","KUSEI BEFORE JOINING WITH BAITARANI RIVER",ORISSA,"21.325488","86.064444",red,"#f03"
"NOT Class C",2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",NAGAVALLI,ORISSA,"19.255567","83.417758",red,"#f03"
"NOT Class C",2423,"BUDHABALANGA, D/S OF BARIPADA TOWN","BUDHABALANGA,",ORISSA,"21.924217","86.717897",red,"#f03"
"NOT Class C",2424,"BUDHABALANGA AT BALASORE D/S",BUDHABALANGA,ORISSA,"21.486397","86.993447",red,"#f03"
"NOT Class C",2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",,ORISSA,"18.75455","82.816231",red,"#f03"
"NOT Class C",2426,"VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT)",VANSADHARA,ORISSA,"19.61713","83.550364",red,"#f03"
"NOT Class C",2427,"VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY)",,ORISSA,"19.093042","83.81295",red,"#f03"
"NOT Class C",2442,"GAUTAMI-GODAVARI RIVER",,PONDICHERRY,"16.72558","82.202078",red,"#f03"
"NOT Class C",2443,"GAUTAMI-GODAVARI RIVER",,PONDICHERRY,"16.714041","82.263433",red,"#f03"
"NOT Class C",2444,"CORINGA RIVER",,PONDICHERRY,"16.753156","82.223757",red,"#f03"
"NOT Class C",2445,"MAHE RIVER",,PONDICHERRY,"11.706491","75.534127",red,"#f03"
"NOT Class C",2482,"VARUNA AT RAMESHWAR, VARANASI",VARUNA,"UTTAR PRADESH","25.386717","82.852628",red,"#f03"
"NOT Class C",2483,"VARUNA B/C WITH RIVER GANGA AT VARANASI","VARUNA B/C WITH RIVER GANGA","UTTAR PRADESH","25.332956","83.043393",red,"#f03"
"NOT Class C",2484,"SAI AT JALALPUR, JAUNPUR",SAI,"UTTAR PRADESH","25.629922","82.756208",red,"#f03"
"NOT Class C",2485,"GANGA U/S, VINDHYACHAL, MIRZAPUR",,"UTTAR PRADESH","25.244031","82.418272",red,"#f03"
"NOT Class C",2486,"GANGA D/S, MIRZAPUR",,"UTTAR PRADESH","25.177058","82.602225",red,"#f03"
"NOT Class C",2487,"GANGA AT KADAGHAT, ALLAHABAD",GANGA,"UTTAR PRADESH","25.443124","81.887148",red,"#f03"
"NOT Class C",2488,"GANGA U/S, ANOOPSHAHAR",,"UTTAR PRADESH","28.364396","78.270269",red,"#f03"
"NOT Class C",2489,"GANGA D/S, ANOOPSHAHAR",,"UTTAR PRADESH","28.274208","78.324338",red,"#f03"
"NOT Class C",2490,"GANGA AT KACHHLA GHAT, ALIGARH",GANGA,"UTTAR PRADESH","27.927803","78.866289",red,"#f03"
"NOT Class C",2491,"RAPTI AT RAJGHAT, GORAKHPUR",RAPTI,"UTTAR PRADESH","26.733174","83.347894",red,"#f03"
"NOT Class C",2492,"GHAGHRA AT BARHALGANJ, GORAKHPUR",GHAGHRA,"UTTAR PRADESH","26.278524","83.513885",red,"#f03"
"NOT Class C",2493,"YAMUNA AT SHAHPUR",YAMUNA,"UTTAR PRADESH","29.604121","77.109833",red,"#f03"
"NOT Class C",2494,"YAMUNA AT VISHRAMGHAT, MATHURA",YAMUNA,"UTTAR PRADESH","27.504755","77.686524",red,"#f03"
"NOT Class C",2495,"YAMUNA AT KESIGHAT, VRINDAVAN",YAMUNA,"UTTAR PRADESH","27.586087","77.696364",red,"#f03"
"NOT Class C",2497,"KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD, VILL. KOL, MEERUT","KALI EAST","UTTAR PRADESH","28.980857","77.790428",red,"#f03"
"NOT Class C",2498,"GANGA AT KALA KANKAR, RAEBARELI",GANGA,"UTTAR PRADESH","25.774293","81.382673",red,"#f03"
"Class C",25,"KRISHNA AT VIJAYWADA, A.P.",KRISHNA,"ANDHRA PRADESH","16.492476","80.640839",blue,"#00f"
"NOT Class C",2506,"TRIBENI ON GANGA, NEAR BURNING GHAT",,"WEST BENGAL","22.984402","88.40197",red,"#f03"
"NOT Class C",2507,"D/S OF KANSI AT MIDNAPORE, NEAR NEW HANUMAN MANDIR, GANDHIGHAT","D/S OF KANSI","WEST BENGAL","22.40088","87.341394",red,"#f03"
"NOT Class C",2508,"D/S OF SILABATI AT GHATAL,","D/S OF SILABATI","WEST BENGAL","22.666078","87.744922",red,"#f03"
"NOT Class C",2509,"D/S OF RUPNARAYAN AT KOLAGHAT, NEAR KOLAGHAT RAIL BRIDGE NO.3","D/S OF RUPNARAYAN","WEST BENGAL","22.437711","87.880747",red,"#f03"
"NOT Class C",2511,"NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT",,"WEST BENGAL","23.386728","88.364884",red,"#f03"
"NOT Class C",2514,"JALANGI, D/S OF KRISHNA NAGAR","JALANGI,","WEST BENGAL","23.413356","88.471892",red,"#f03"
"NOT Class C",2517,"MATHA BHANGA, GOBINDAPUR",,"WEST BENGAL","26.383597","89.195381",red,"#f03"
"NOT Class C",2518,"CHURNI, MAJHADIA",,"WEST BENGAL","23.197644","88.573014",red,"#f03"
"NOT Class C",2523,"KAROLA, D/S OF JALPAIGURI, NEAR MIN BHAWAN","KAROLA,","WEST BENGAL","26.537633","88.707053",red,"#f03"
"NOT Class C",2524,"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",KALJANI,"WEST BENGAL","26.444936","89.546458",red,"#f03"
"NOT Class C",2525,"MAHANANDA D/S, RAMGHAT",,"WEST BENGAL","26.806806","88.409255",red,"#f03"
"NOT Class C",2527,"DAMODAR AT WATER INTAKE POINT FOR BURDWAN TOWN",DAMODAR,"WEST BENGAL","23.206144","87.850831",red,"#f03"
"NOT Class C",2531,"U/S OF TARAPITH ON RIVER DWARKA AT SADHAK BAMDEB GHAT","U/S OF TARAPITH ON RIVER DWARKA","WEST BENGAL","24.11604","87.797555",red,"#f03"
"NOT Class C",2532,"D/S OF TARAPITH ON RIVER DWARKA, SATIGHAT",,"WEST BENGAL","24.111261","87.794355",red,"#f03"
"NOT Class C",2534,"WATER INTAKE POINT FOR SURI TOWN ON RIVER MAYURAKSHI",,"WEST BENGAL","23.944125","87.5379",red,"#f03"
